"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000030946",-1.37277508202941,2.25462043946849,2.57307771158094e-12,6.05319223153297e-11
"ENSMUSG00000028278",-1.37093539600869,5.3846274051201,6.73079654014306e-26,4.73048794336929e-24
"ENSMUSG00000038175",-1.37043902523479,2.5556507644465,1.1588394667117e-12,2.80843745758041e-11
"ENSMUSG00000021696",-1.36313996997413,3.99856388393975,2.36278597485955e-16,7.97883732351221e-15
"ENSMUSG00000030559",-1.35992831057727,2.8845944508383,9.73417382936355e-14,2.60869028146818e-12
"ENSMUSG00000022619",-1.35480953534785,2.65975726323104,2.34387465004119e-10,4.45217406076237e-09
"ENSMUSG00000026956",-1.35478877591397,4.82384888922271,2.24176870390246e-23,1.31295255600954e-21
"ENSMUSG00000027955",-1.35375735333759,4.51301823700629,5.82579620118628e-16,1.89240739115836e-14
"ENSMUSG00000052776",-1.3401828942441,2.40860147009361,1.42506122443887e-10,2.78208567166929e-09
"ENSMUSG00000044042",-1.33733289664021,3.00505010987524,3.39675376448052e-10,6.34493290391751e-09
"ENSMUSG00000042414",-1.33718586480933,5.04808749197456,6.41549812288998e-22,3.3399202033286e-20
"ENSMUSG00000028294",-1.33654671928792,1.85443391093296,7.10196343385365e-10,1.27574407050614e-08
"ENSMUSG00000025545",-1.32282642440151,4.06665754486369,5.9475908883871e-21,2.82196875695835e-19
"ENSMUSG00000057706",-1.31495779558056,3.52179901677364,4.89396221666012e-15,1.4833586287424e-13
"ENSMUSG00000030956",-1.31134786260154,4.06784391672653,6.48347207804796e-20,2.80410167375574e-18
"ENSMUSG00000030200",-1.30997343726429,2.89430304707423,7.38703741412025e-12,1.65143609784855e-10
"ENSMUSG00000007039",-1.30488533302606,4.67908382286992,1.19467598885887e-22,6.61031545568527e-21
"ENSMUSG00000033491",-1.29762546689009,4.59604740971706,4.20826173419961e-16,1.40421077747996e-14
"ENSMUSG00000025932",-1.29141057823632,4.03103123809278,2.16362210291337e-16,7.3282923335123e-15
"ENSMUSG00000023800",-1.29042230331678,4.03388606010309,1.10651629299381e-20,5.07868396518995e-19
"ENSMUSG00000053113",-1.28925112324754,5.3678877518358,1.70551400573232e-20,7.67140199778397e-19
"ENSMUSG00000001930",-1.28730845655761,3.67913289005545,1.18639818069125e-13,3.10980129181192e-12
"ENSMUSG00000030494",-1.27398584504236,4.99821625125255,2.91023813024363e-22,1.5509776196488e-20
"ENSMUSG00000019647",-1.27000689710345,1.57178694078235,9.3919355349439e-07,1.04154156893929e-05
"ENSMUSG00000074657",-1.26917728802301,4.27108720172417,3.0045793839636e-21,1.46897805098568e-19
"ENSMUSG00000047139",-1.2675622226524,4.60159194753124,2.58132943041353e-18,1.01493179877623e-16
"ENSMUSG00000029082",-1.26325994136788,2.57399215686629,4.50085511636271e-12,1.03501259270959e-10
"ENSMUSG00000033826",-1.24560994229297,6.19898398692033,1.28356238417179e-17,4.77935728808338e-16
"ENSMUSG00000069114",-1.24532758673895,5.81162663568214,6.12254407442573e-17,2.16503170178985e-15
"ENSMUSG00000046186",-1.24245326055734,2.57741392748709,2.94294550167023e-12,6.89446295130869e-11
"ENSMUSG00000022562",-1.23941680597688,2.71635906121455,7.05907806299935e-13,1.74844345415039e-11
"ENSMUSG00000003051",-1.23897885931503,5.75913979363625,4.21057949457479e-18,1.61677263030529e-16
"ENSMUSG00000039384",-1.23711788509946,1.61980213948582,3.81899217571311e-08,5.40183232904326e-07
"ENSMUSG00000015354",-1.22730668208153,4.94259277617728,8.60234600386708e-21,3.99724714105311e-19
"ENSMUSG00000019970",-1.22642177827571,7.70646686085311,4.4391223476821e-15,1.34913326485636e-13
"ENSMUSG00000039678",-1.21967368269397,6.55436672660552,1.30976333985358e-16,4.5040638399552e-15
"ENSMUSG00000038058",-1.21947725980389,4.63735373559602,1.44562704628356e-18,5.74419651429635e-17
"ENSMUSG00000022240",-1.21286822386397,3.18516968959019,1.87467952065788e-11,4.02304794080112e-10
"ENSMUSG00000041359",-1.20862813729097,5.82267621648666,2.71402008163355e-15,8.45405978337099e-14
"ENSMUSG00000030111",-1.2080421412331,3.8499073656931,5.14294064723881e-08,7.09924629422407e-07
"ENSMUSG00000027536",-1.20734500359116,4.55146224086852,6.51790432557732e-19,2.65557370076511e-17
"ENSMUSG00000073481",-1.20671225905423,5.64234278949029,5.83962085132903e-16,1.89240739115836e-14
"ENSMUSG00000025330",-1.205331533929,1.89129046599824,2.48284905742247e-08,3.63536948577027e-07
"ENSMUSG00000060180",-1.20243329449624,4.95851330000925,4.23468855648675e-21,2.04373703080229e-19
"ENSMUSG00000025612",-1.20016741169994,5.72261081792634,1.33421463470618e-18,5.33923258621745e-17
"ENSMUSG00000039458",-1.19732009359592,6.07319495551627,1.29657280676227e-17,4.81186838681247e-16
"ENSMUSG00000031750",-1.19328521872368,2.99212223091184,1.95073238593346e-13,5.05437458060409e-12
"ENSMUSG00000031765",-1.19084064363428,6.12253504149369,3.03714716527307e-15,9.40846277506767e-14
"ENSMUSG00000029552",-1.18796120025702,4.75228483918039,5.35970367168788e-18,2.04304636569933e-16
"ENSMUSG00000047557",-1.18455281410837,2.05272612173476,9.5118631734037e-09,1.47940389190767e-07
"ENSMUSG00000051343",-1.18238516142513,5.32308947434795,1.02053069980715e-21,5.24012224627004e-20
"ENSMUSG00000026399",-1.18237527130535,4.63752982323639,2.25258418225718e-17,8.22412634074091e-16
"ENSMUSG00000041649",-1.17517676493059,5.8563867490333,1.92613523935271e-17,7.12479959425039e-16
"ENSMUSG00000028199",-1.17449394174555,4.3982309399466,2.15476731671395e-17,7.91841780276089e-16
"ENSMUSG00000023990",-1.16703168839202,3.48134797258611,5.88536483661991e-15,1.76482473567442e-13
"ENSMUSG00000000416",-1.16527997471922,2.9452299708035,2.28888227001359e-11,4.84717158687435e-10
"ENSMUSG00000038793",-1.1629730426557,5.5059116777078,3.30830535404206e-14,9.26347982437572e-13
"ENSMUSG00000022436",-1.16205770101657,4.45374305829292,1.26789088577656e-17,4.73668870782639e-16
"ENSMUSG00000017144",-1.16036655600878,6.13534938002865,8.27018101540669e-13,2.03943389294404e-11
"ENSMUSG00000031875",-1.15855996424035,1.94944364432732,3.70605164431418e-08,5.27525958738138e-07
"ENSMUSG00000029120",-1.15720391609824,5.29155065781842,5.22836523193948e-21,2.4912274166593e-19
"ENSMUSG00000041583",-1.15215415877934,1.60808909462264,4.0653754073113e-05,0.000300559805754212
"ENSMUSG00000030088",-1.15184365850491,3.6310549889484,3.59906802127175e-15,1.09976956247828e-13
"ENSMUSG00000035064",-1.15130235683817,3.88612497085378,2.35374345317966e-14,6.68379927550639e-13
"ENSMUSG00000021591",-1.15086847803974,4.32916835827714,1.0477885585444e-14,3.04454324052502e-13
"ENSMUSG00000045799",-1.14463328690755,2.09455955354926,2.87092391373686e-06,2.84938564960026e-05
"ENSMUSG00000014932",-1.14280901726938,7.18422375243099,3.92731199826403e-11,8.10323365513376e-10
"ENSMUSG00000022544",-1.14253421330252,3.62927070908907,3.48949635825222e-15,1.0721143865723e-13
"ENSMUSG00000044221",-1.13653328983223,6.72065764055773,1.43726251666917e-13,3.75860860463834e-12
"ENSMUSG00000030064",-1.13652651374256,3.36755812216819,1.5812517628731e-13,4.11601297997871e-12
"ENSMUSG00000033460",-1.13340686745305,4.76316922298214,2.43290694900663e-18,9.63311219773927e-17
"ENSMUSG00000018672",-1.13139438539096,1.58326405161218,1.70429208012638e-06,1.78111193689788e-05
"ENSMUSG00000037012",-1.12850067771436,5.61513380337046,4.56297313833589e-16,1.50031090469553e-14
"ENSMUSG00000027956",-1.12535841841782,3.06079506148575,2.17927779573026e-12,5.13752176372889e-11
"ENSMUSG00000006818",-1.12227863963808,7.05769518844098,7.02565796031847e-13,1.74400714710334e-11
"ENSMUSG00000028698",-1.12177315039539,4.19970908306004,9.74097319313409e-18,3.6757464280803e-16
"ENSMUSG00000027447",-1.11311165713796,5.18789012578585,4.71243190629955e-16,1.54493576636555e-14
"ENSMUSG00000031139",-1.10757099850187,6.79776423112317,5.13490706824035e-15,1.54804369925905e-13
"ENSMUSG00000025491",-1.10692268367901,5.71066803769624,4.3803440716502e-12,1.01143673687282e-10
"ENSMUSG00000087307",-1.10406839662564,1.77278801919155,3.26813407373199e-07,3.96441938070294e-06
"ENSMUSG00000089876",-1.09951978074635,2.21634529127191,1.15210141478821e-06,1.24212659724769e-05
"ENSMUSG00000022853",-1.09863256671241,3.20597794842106,8.84890036132602e-12,1.96651945776899e-10
"ENSMUSG00000052837",-1.09078686887951,2.91441346116001,1.27349553752198e-08,1.92479265046165e-07
"ENSMUSG00000022951",-1.09052857717202,4.37712787660291,1.94852618514953e-12,4.6323841336166e-11
"ENSMUSG00000030793",-1.08817275304911,4.32008093527658,8.40027344840772e-12,1.87051633519495e-10
"ENSMUSG00000004040",-1.08689015961024,5.82458789337717,1.13610026128516e-14,3.28417671931918e-13
"ENSMUSG00000026617",-1.08373310182096,5.00785375372482,7.4031717898568e-15,2.19075438886684e-13
"ENSMUSG00000042357",-1.08297996613063,3.62288812691093,2.44037211656492e-10,4.62765336437986e-09
"ENSMUSG00000002104",-1.07863305820756,2.22657929764499,2.21617612230359e-07,2.76284927885852e-06
"ENSMUSG00000038651",-1.07818420842067,2.63708157473233,3.32821922982112e-10,6.23763753988975e-09
"ENSMUSG00000024867",-1.07342679625558,3.21517519545485,1.15477269309701e-08,1.76672366447291e-07
"ENSMUSG00000028023",-1.07005007459806,1.64239382948249,0.000203554305050307,0.00123928974569069
"ENSMUSG00000074365",-1.06967928402982,4.7927625764556,1.98774099716669e-14,5.70207844722945e-13
"ENSMUSG00000020400",-1.06654076991615,4.61552434199338,1.39861765286155e-15,4.45536983184931e-14
"ENSMUSG00000034792",-1.06595771919872,2.19658321849584,1.44678162122352e-07,1.87215872619776e-06
"ENSMUSG00000041607",-1.05628501077588,2.18391356993745,2.68373595845059e-08,3.90408937293362e-07
"ENSMUSG00000029235",-1.05571124510238,1.97446298413656,0.00122814573767597,0.00565540492226299
"ENSMUSG00000021953",-1.05564169338663,2.98396993213787,1.49830681635197e-08,2.24048672205823e-07
"ENSMUSG00000028773",-1.05460151711319,5.73054151001659,9.56190212370013e-11,1.91323112777594e-09
"ENSMUSG00000074071",-1.04681604758376,3.38818431693357,1.06522139497191e-08,1.64312957290249e-07
"ENSMUSG00000020774",-1.04629203616365,4.35175477674493,8.6907539172997e-15,2.54498770312592e-13
"ENSMUSG00000069312",-1.04598991197047,5.95568979454141,0.000169936089527862,0.00106221863632063
"ENSMUSG00000050917",-1.04538117074026,7.80477680250723,1.42686837454609e-12,3.43578905177104e-11
"ENSMUSG00000022304",-1.04368479618354,2.36799748028712,6.7290152963925e-07,7.71333098959568e-06
"ENSMUSG00000068115",-1.04340810362408,5.64855143916636,4.21773448957526e-13,1.06341758599269e-11
"ENSMUSG00000052942",-1.04231175405989,3.08304987595251,3.13574445371207e-07,3.81617385086495e-06
"ENSMUSG00000021765",-1.03953561662285,3.19969498157236,1.61351058805864e-09,2.76584246382918e-08
"ENSMUSG00000074476",-1.03343629582648,5.35972994017461,3.02845496950666e-11,6.30647706150045e-10
"ENSMUSG00000021025",-1.02938711435672,4.08906766851194,2.45756716113606e-13,6.30943897876142e-12
"ENSMUSG00000027610",-1.02816430041216,5.12446639695572,5.58340967395242e-17,1.98688106910111e-15
"ENSMUSG00000046598",-1.02811700485314,4.0067481746609,2.23112984383246e-13,5.75437043437982e-12
"ENSMUSG00000053664",-1.02444954653271,2.57492809604557,7.31279925349056e-08,9.93145260936006e-07
"ENSMUSG00000038740",-1.02343999341696,2.88397046893191,1.20432271320475e-09,2.09313893508306e-08
"ENSMUSG00000072812",-1.02327179992954,2.26289430013807,1.01730261714854e-06,1.11823733429476e-05
"ENSMUSG00000024084",-1.02286367486486,3.66705012518999,3.48822180357597e-10,6.49421426841254e-09
"ENSMUSG00000052117",-1.01850032918936,1.84516158636346,4.60871597543543e-06,4.39195009692978e-05
"ENSMUSG00000037902",-1.0151080958991,4.02089866176585,1.70246086127771e-12,4.07322816703571e-11
"ENSMUSG00000067455",-1.01469976732049,5.96143569724114,9.1449589884318e-06,8.13122524277888e-05
"ENSMUSG00000041488",-1.00910420850533,5.26437760311088,1.45584454081975e-13,3.79836934141951e-12
"ENSMUSG00000060402",-1.00703921762464,1.83256081826242,1.38183729419236e-06,1.46869190672902e-05
"ENSMUSG00000070327",-1.00547150995159,8.2051080757965,1.16791431999579e-11,2.54519312564974e-10
"ENSMUSG00000025521",-1.00478901467254,4.73045401453154,9.74344080228221e-14,2.60869028146818e-12
"ENSMUSG00000071847",-1.00457353037193,2.21782435455799,1.65065224324439e-07,2.10210469708756e-06
"ENSMUSG00000061576",-1.00289648840549,2.87409357618856,3.18175486232643e-08,4.58115664876578e-07
"ENSMUSG00000056602",-1.00192032014558,5.77195886690362,9.4038030288051e-11,1.88495124882199e-09
"ENSMUSG00000043943",-1.00187141711338,3.92422548100251,3.55377434644285e-11,7.35951980216387e-10
"ENSMUSG00000032194",-1.00026768616426,6.1612886695012,9.93462346867808e-13,2.42858349794098e-11
"ENSMUSG00000019810",-0.985250928630204,3.03203085580768,2.02464765717469e-09,3.41336775186348e-08
"ENSMUSG00000001131",-0.983756333614077,4.53781068292345,5.6413488165676e-12,1.275932790418e-10
"ENSMUSG00000025417",-0.98137484424503,5.47305599131692,9.63537723177475e-16,3.11350048768124e-14
"ENSMUSG00000006378",-0.981096608560131,5.81483569962514,3.95602538582701e-11,8.14752847319134e-10
"ENSMUSG00000042978",-0.979234029032164,5.30361435012764,2.27619957809098e-14,6.47996563433748e-13
"ENSMUSG00000023022",-0.977431705209592,6.30427676673084,2.10706933353033e-12,4.98820940116812e-11
"ENSMUSG00000024900",-0.968255774749877,6.04868462496909,6.916406063839e-13,1.72068553512986e-11
"ENSMUSG00000019849",-0.968255660479276,6.36186373039693,1.08272658887101e-12,2.64105433662787e-11
"ENSMUSG00000025915",-0.965426247317272,3.22179652504002,1.7273243314599e-08,2.56928070201939e-07
"ENSMUSG00000028836",-0.964676312714106,3.72657719893164,1.36767133271481e-07,1.77591964623303e-06
"ENSMUSG00000049872",-0.956129423872893,1.90403123378371,1.12805992497034e-05,9.79739714322987e-05
"ENSMUSG00000091845",-0.955609381573282,3.81080421695976,2.29860675176354e-06,2.34553837782042e-05
"ENSMUSG00000026154",-0.955470524226043,1.89779226604896,1.34713916068383e-05,0.000114811311587267
"ENSMUSG00000031451",-0.955301936545318,2.88463045778868,1.37134121947923e-07,1.77863114337301e-06
"ENSMUSG00000025283",-0.952507164987197,4.65568550912498,9.81168613709292e-09,1.52086116492571e-07
"ENSMUSG00000015134",-0.95148667061263,2.83728678129581,3.07332865925547e-06,3.03420375534045e-05
"ENSMUSG00000020078",-0.948801450486343,6.12779595614771,2.0940685262594e-11,4.45981071548994e-10
"ENSMUSG00000047501",-0.948191334692372,6.09063205972314,1.21679466804119e-09,2.11155185835234e-08
"ENSMUSG00000012396",-0.947070996956478,8.9812594138295,4.80857150208859e-10,8.8209439707971e-09
"ENSMUSG00000054091",-0.946626830035814,4.94717095552425,4.68218378521675e-10,8.60313017398078e-09
"ENSMUSG00000017760",-0.945992552264869,6.74665657364719,9.98231216772108e-12,2.19669472262277e-10
"ENSMUSG00000060803",-0.945569121758071,3.21578037638843,0.000365830579165398,0.00202349476769055
"ENSMUSG00000027555",-0.945311134837863,3.26872534777206,9.35011810935681e-08,1.2546787367508e-06
"ENSMUSG00000028042",-0.943616782078972,3.82486880634848,1.1794306631491e-07,1.55119272597796e-06
"ENSMUSG00000017390",-0.943452430666431,2.8271605254095,0.000114014861350683,0.000748014653377146
"ENSMUSG00000032249",-0.942069257138435,7.16742564714126,2.49297172855267e-09,4.14696258691935e-08
"ENSMUSG00000050708",-0.940503041295794,8.99869745233571,7.30896169604744e-09,1.16746128227349e-07
"ENSMUSG00000000296",-0.937694545782676,3.75129046609589,2.42006282047491e-08,3.54805820289966e-07
"ENSMUSG00000029326",-0.937565936226196,5.59379556904041,4.57388033995079e-12,1.04752106767305e-10
"ENSMUSG00000002325",-0.937269960580005,3.88302577194141,2.15332083523895e-09,3.60865764415231e-08
"ENSMUSG00000032562",-0.936549521806033,7.00017024711083,2.10197880797572e-11,4.46819502754006e-10
"ENSMUSG00000003283",-0.935872300134392,2.40319212178069,2.93576233771152e-07,3.58833124864848e-06
"ENSMUSG00000025359",-0.933705067499062,4.06142664330212,5.65064054804946e-12,1.275932790418e-10
"ENSMUSG00000034714",-0.931206094074263,4.37451097807967,3.37232260289319e-10,6.30977831439831e-09
"ENSMUSG00000020308",-0.931150337230422,3.06223610567811,5.64710556670673e-06,5.26985079648275e-05
"ENSMUSG00000078670",-0.931146903725588,1.77625973635508,4.7797413280566e-06,4.5318879623943e-05
"ENSMUSG00000022055",-0.930901678325117,5.29062965702779,1.20779719200915e-10,2.39114074368712e-09
"ENSMUSG00000038151",-0.929064935404889,3.62294008210379,6.90471862849648e-10,1.24428783617697e-08
"ENSMUSG00000030161",-0.927989891130446,2.32247031927462,1.25274901358719e-06,1.34035800740132e-05
"ENSMUSG00000023224",-0.927575339486159,3.16942873578532,4.45371758545849e-09,7.24776472481632e-08
"ENSMUSG00000045854",-0.925339781299937,1.83989947655203,9.86692728271942e-05,0.000655754121123995
"ENSMUSG00000093693",-0.924388091657153,2.35160893996916,1.35596484720884e-06,1.44255673669474e-05
"ENSMUSG00000078508",-0.924107978521106,3.18541770973326,3.19003066493944e-09,5.25210917028154e-08
"ENSMUSG00000018567",-0.923580680714085,4.86025558427693,2.13803799928985e-12,5.05089018949882e-11
"ENSMUSG00000020108",-0.920972851951903,4.50417013968066,8.99333438580012e-11,1.80589366372004e-09
"ENSMUSG00000043029",-0.919883979051036,1.72634368064115,5.53332010153604e-05,0.000395061489154113
"ENSMUSG00000034917",-0.91923756038979,3.14723391828475,1.85967702768714e-09,3.14940785788282e-08
"ENSMUSG00000020605",-0.918031579712583,4.74233769155773,1.45102780989545e-10,2.82786962257788e-09
"ENSMUSG00000068851",-0.918000689442294,6.3794331960429,5.58283205718641e-06,5.21419821287883e-05
"ENSMUSG00000009076",-0.917555066434481,3.80384915727452,6.21183800075061e-11,1.25859672645839e-09
"ENSMUSG00000022505",-0.914680905703809,1.9237075317924,1.71738590013457e-05,0.000141895697626842
"ENSMUSG00000021185",-0.914240303201252,3.59103022318171,1.09676456570273e-08,1.68485212313213e-07
"ENSMUSG00000027995",-0.913736777491227,2.76309870774986,5.29041363308866e-07,6.19049961540916e-06
"ENSMUSG00000032015",-0.913275745762314,3.54404986795589,6.03218460620936e-08,8.26210912263389e-07
"ENSMUSG00000034271",-0.912605350041813,4.0158223439739,3.13350114051129e-11,6.51316457024943e-10
"ENSMUSG00000040562",-0.912587577960028,3.61030981539615,6.15565270095496e-06,5.70653871576575e-05
"ENSMUSG00000051147",-0.909088111397508,1.8153942639649,2.84884197261176e-05,0.000221543761978003
"ENSMUSG00000028434",-0.908402598407743,4.58540499946845,1.99317975792642e-09,3.36536131800039e-08
"ENSMUSG00000024909",-0.907509430156874,2.57976006027661,2.07961087603807e-07,2.61579690168323e-06
"ENSMUSG00000032436",-0.907478316951755,5.52890059456322,1.68255829106381e-09,2.87543586367972e-08
"ENSMUSG00000027298",-0.904771520868014,6.49284383667593,4.09710170328562e-11,8.40728260099395e-10
"ENSMUSG00000026558",-0.901384642594659,6.41757632970667,6.96922565253059e-11,1.4095133536458e-09
"ENSMUSG00000021848",-0.90030981270247,3.02879831136899,1.27876372584101e-07,1.67205791826537e-06
"ENSMUSG00000071478",-0.895675625554375,4.76833407279953,3.72762285246537e-05,0.000278889680478863
"ENSMUSG00000022359",-0.89548724211721,3.33977179972682,1.25662621113936e-08,1.90185218630715e-07
"ENSMUSG00000020623",-0.894940420226813,3.63559423772466,1.27194503551357e-09,2.19708478100617e-08
"ENSMUSG00000071711",-0.892678542858104,2.87291421978532,2.00790120789684e-07,2.53694933514607e-06
"ENSMUSG00000022125",-0.891364078387892,4.05065351645561,2.08024905423124e-09,3.49662191552022e-08
"ENSMUSG00000031812",-0.889647884821188,5.79946356140445,7.58773069048032e-09,1.20855568858996e-07
"ENSMUSG00000029059",-0.885821874089357,2.2373956721698,7.98630617283766e-06,7.19599462448393e-05
"ENSMUSG00000081131",-0.884023700904393,2.24090943632944,0.000406003939246046,0.00221842288475305
"ENSMUSG00000023004",-0.883196158142819,7.54514558546984,1.49041488144381e-05,0.000125072502551012
"ENSMUSG00000036820",-0.882994474646714,4.72196451437916,2.47310662054046e-11,5.19814653233223e-10
