"","logFC","logCPM","PValue","FDR"
"ENSMUSG00000020823",-0.434789583625562,5.82248796636866,0.00154228560451169,0.00682258128353027
"ENSMUSG00000032387",-0.434484492384315,6.44016429667477,0.00118580311967446,0.00548964844822533
"ENSMUSG00000026687",-0.43438298180908,4.68688768142459,0.000409505353026985,0.00223321420697791
"ENSMUSG00000027680",-0.433925277765405,8.13143094571829,0.00230490826590336,0.00943183895563439
"ENSMUSG00000045667",-0.433856069557492,5.9138210874221,0.00186023451635621,0.00790265853283927
"ENSMUSG00000005687",-0.433587413483534,6.29281077053536,0.00229736302736163,0.00940781035785926
"ENSMUSG00000027639",-0.433501599380903,4.98679844470552,0.000501932878813517,0.00265486134631138
"ENSMUSG00000040584",-0.433452451518061,5.85286429194736,0.00130375772414818,0.00595243963844462
"ENSMUSG00000031015",-0.433243729388377,5.93311888608497,0.00190970299604186,0.00809446294402212
"ENSMUSG00000021686",-0.43269439191032,7.07908006240952,0.00133841531408515,0.00608346006745656
"ENSMUSG00000044636",-0.432349732639176,5.27333167772459,0.000465731016415547,0.00249625609132165
"ENSMUSG00000024712",-0.432290237477255,4.0775266594167,0.00138475473250504,0.00624611591135948
"ENSMUSG00000031729",-0.432044273446554,5.82745737733105,0.00236006095232469,0.00960431144215038
"ENSMUSG00000022177",-0.431926955030427,5.45091538551529,0.0012714633093045,0.00582624487087576
"ENSMUSG00000022844",-0.431544911695708,3.98372725403332,0.0020890365104617,0.00869681810953048
"ENSMUSG00000008435",-0.430914145055333,4.78799425881303,0.000652715559906261,0.00331062626714303
"ENSMUSG00000022312",-0.430488110434623,6.70494648528422,0.00222201332331836,0.00914587841168189
"ENSMUSG00000022551",-0.42998935358276,6.47846435702359,0.00194992034247653,0.00823080114532602
"ENSMUSG00000025538",-0.429945986991066,5.34139400638755,0.000304288237960526,0.00173779646311128
"ENSMUSG00000054717",-0.429906318805777,7.36643050161525,0.00180018937828158,0.00771166840334337
"ENSMUSG00000045216",-0.429873150177896,6.41654694090066,0.00130859766135268,0.00597081612746058
"ENSMUSG00000026457",-0.429859428948441,6.11199834439623,0.00139132340645991,0.00626620921597359
"ENSMUSG00000041417",-0.429692199450158,4.66406186312747,0.000472374823058333,0.00252344650132587
"ENSMUSG00000025903",-0.429117360707598,6.68151984417466,0.00239221446350131,0.00970084804979163
"ENSMUSG00000029388",-0.429101428282684,5.39807145872186,0.00234818239230713,0.00956718679104768
"ENSMUSG00000031776",-0.428829235947603,4.45136526737057,0.00147811253029823,0.00658794110313261
"ENSMUSG00000020536",-0.428465873088714,5.59670779971234,0.00151910799864681,0.00673329501173962
"ENSMUSG00000028378",-0.428156396516709,4.17962788742313,0.00182381894523186,0.00777811285976105
"ENSMUSG00000014771",-0.427363315615044,4.84516509726494,0.00168629394854458,0.00731855478633105
"ENSMUSG00000034993",-0.426927549837075,5.46112202812308,0.00129995098408108,0.00593984104672562
"ENSMUSG00000002733",-0.426855667973506,4.45383578371591,0.00137566241299593,0.0062129341882436
"ENSMUSG00000074884",-0.426595082648461,5.44399827611362,0.00100794144691953,0.00476431339664151
"ENSMUSG00000024038",-0.425508238903341,5.00878572053025,0.00228260842511038,0.00936102543412333
"ENSMUSG00000020788",-0.423190123923958,4.13424112147022,0.00137570087263317,0.0062129341882436
"ENSMUSG00000056458",-0.42286807513635,4.17313638291942,0.00164093065527728,0.00716781746956284
"ENSMUSG00000027502",-0.421573782529088,4.99849564060972,0.000804535962395928,0.00396624589966778
"ENSMUSG00000025208",-0.420609648940029,4.37714467821919,0.000951510401439772,0.00454341166207653
"ENSMUSG00000023106",-0.420327073182542,5.37431620089058,0.00109546121160359,0.00513483173175587
"ENSMUSG00000029446",-0.420235456593398,5.32294890552818,0.0014370762374193,0.00644335019528711
"ENSMUSG00000040521",-0.419638353708155,4.70916300701117,0.00132601863618158,0.00603687431735299
"ENSMUSG00000015023",-0.41919143683885,5.47267351977368,0.000880825130452607,0.00426750477894854
"ENSMUSG00000048668",-0.417473466828124,4.02125144966896,0.00142989630357914,0.00641883590169559
"ENSMUSG00000038235",-0.416465835130468,4.88687056707394,0.00149264497538582,0.00663955409343888
"ENSMUSG00000031400",-0.415336613667603,4.83744956532348,0.00119494617420751,0.00552515202671194
"ENSMUSG00000024797",-0.415193798135241,4.53667586073588,0.00144330143488931,0.00646610543240252
"ENSMUSG00000030982",-0.415171023562007,6.06183771254857,0.00210252830664757,0.00873399734327741
"ENSMUSG00000013878",-0.41516656251782,5.0463174984245,0.000624501920255599,0.00319279015945233
"ENSMUSG00000028982",-0.414403583756835,3.8583152648767,0.00192224931623446,0.00813843884075924
"ENSMUSG00000027287",-0.414076819436329,5.15366940086425,0.000883543532122507,0.00427883161874142
"ENSMUSG00000032641",-0.413984509175195,4.18538877167448,0.00145940398119999,0.00652265412106278
"ENSMUSG00000004788",-0.412993604973343,4.51820825373146,0.00110462236148614,0.00517130660071259
"ENSMUSG00000037523",-0.412351947835373,4.82259746253484,0.00229661993233463,0.00940781035785926
"ENSMUSG00000027669",-0.412100040781923,4.04843304953886,0.00145784967601148,0.00651829805437338
"ENSMUSG00000022216",-0.411911998037681,4.44597497445024,0.00247406872861629,0.00999673117258001
"ENSMUSG00000036977",-0.409906864237231,4.83150899341548,0.00205474312346895,0.00857986870531315
"ENSMUSG00000018931",-0.409645201926345,5.32270208879375,0.00157017006226353,0.00691871565444882
"ENSMUSG00000036046",-0.407613276454752,4.21814073305463,0.00142337992851959,0.0063936559109298
"ENSMUSG00000043004",-0.406949473965327,4.49396554948764,0.000889532523302509,0.00430227665571472
"ENSMUSG00000020775",-0.405757813438905,5.16960138041656,0.00152367356168673,0.00674821157982168
"ENSMUSG00000036983",-0.404302938772947,3.93214276388296,0.00215165403773235,0.00890517101740899
"ENSMUSG00000032127",-0.402556471848427,5.39892512276103,0.00156339345194636,0.00689425857534777
"ENSMUSG00000020988",-0.400328340645785,5.06941841075181,0.00209011412362176,0.00869681810953048
"ENSMUSG00000020527",-0.39788174513467,5.24736316125612,0.00155522299346941,0.00686900336275079
"ENSMUSG00000028807",-0.397769216942665,4.59242382777947,0.00166988579534763,0.00726135567234499
"ENSMUSG00000037174",-0.396942224469161,5.38167104811866,0.00160814135603664,0.00704736927070617
"ENSMUSG00000027259",-0.396422499582884,4.82691430757258,0.00112860787378061,0.00526168969347553
"ENSMUSG00000008140",-0.39537561748228,5.3024511210047,0.00197309776612675,0.0083043642565809
"ENSMUSG00000006736",-0.394932791762612,5.46349294995218,0.00196289578521311,0.00827004987063373
"ENSMUSG00000030056",-0.39006926879666,4.60275291694087,0.00196558347371298,0.00827827197075
"ENSMUSG00000003421",-0.387581344911495,4.90291367898763,0.00237509461572788,0.00964185521800001
"ENSMUSG00000039382",-0.383839246886269,4.99652293628341,0.00173585761770949,0.00748832058755342
"ENSMUSG00000022248",-0.381500898021401,4.68967023085058,0.00200438766640924,0.00841334054078833
"ENSMUSG00000031631",-0.379842868059202,4.67396811288718,0.0019558247731262,0.00825262648172764
"ENSMUSG00000014959",-0.373207854018755,5.28523848380262,0.00244515535112601,0.00989412447765816
"ENSMUSG00000062542",0.386238140459266,5.11038448332404,0.00193784222471606,0.00819334287507522
"ENSMUSG00000032405",0.387276772314607,4.53962547633321,0.00174984559176582,0.00753619826863527
"ENSMUSG00000004317",0.38917282289478,5.12828228395868,0.00139129362659436,0.00626620921597359
"ENSMUSG00000034206",0.394430112752439,5.32274367220741,0.00194674405106222,0.00822047947960746
"ENSMUSG00000046798",0.396351621196648,4.98197663654184,0.00203809802852537,0.00853254368234097
"ENSMUSG00000038034",0.40006548455577,4.54609108690143,0.00150114025948142,0.0066667939249086
"ENSMUSG00000034973",0.401599833067263,5.23214140255919,0.000769987973347061,0.00382781377554717
"ENSMUSG00000042298",0.401979521228311,4.57177210224807,0.00105536018683561,0.00496341501504242
"ENSMUSG00000019188",0.405779489209065,4.75717924503982,0.00160060436283526,0.00702529120221798
"ENSMUSG00000009894",0.414872324360663,4.97563392145623,0.00132492549143447,0.00603471626991521
"ENSMUSG00000075496",0.414982542784305,4.61777540881035,0.00132078512707956,0.00602036025699622
"ENSMUSG00000033439",0.419115176674795,3.93181191694157,0.00151815943578383,0.00673174402815032
"ENSMUSG00000034593",0.419418435363261,5.35352566136473,0.000638664411197074,0.00325409211776669
"ENSMUSG00000074830",0.420714932351338,4.53327140955584,0.00134746295653567,0.00611716630853599
"ENSMUSG00000034573",0.421021251225963,4.76052397604561,0.000659516798700562,0.00333915641665368
"ENSMUSG00000022114",0.422811743129643,5.72862295030866,0.00166650471694775,0.00724945668939167
"ENSMUSG00000022906",0.422848587477998,4.37247491068277,0.000669638189128768,0.00338430626370921
"ENSMUSG00000030557",0.424493296605483,4.20239248115028,0.00138657652318426,0.00625182558268124
"ENSMUSG00000020802",0.42626627928486,5.46133266802359,0.00118345715174207,0.00548330270759769
"ENSMUSG00000025557",0.426623401909298,5.31246271081202,0.000338368187775089,0.00190079942259964
"ENSMUSG00000056552",0.429981063446097,4.98868737737371,0.00127696821936159,0.00584670505973987
"ENSMUSG00000020532",0.430618477190486,7.62073244043845,0.0018403858020502,0.00783032402964225
"ENSMUSG00000027562",0.431631867947723,4.60560870655616,0.00133587637611391,0.00607437519183217
"ENSMUSG00000030825",0.433752963113147,4.48831144888108,0.00239058351018873,0.00969773144735652
"ENSMUSG00000077734",0.434902145511203,3.72854145433163,0.00157536927749963,0.00693890619877921
"ENSMUSG00000065663",0.435696183044465,3.82475706484227,0.00169498322708266,0.00734492731735818
"ENSMUSG00000021041",0.436935307792802,4.01119483816034,0.00178806031467894,0.00767432757197126
"ENSMUSG00000030022",0.439884767049141,6.53302638598581,0.00119604445276173,0.00552795720152309
"ENSMUSG00000024563",0.440781726017437,5.55229280875617,0.00161409633996084,0.00707071030107504
"ENSMUSG00000043019",0.440953499016515,6.46069614933552,0.00168243322344003,0.00730461837744524
"ENSMUSG00000024098",0.441101447451437,5.48098117062167,0.00067864933588804,0.00342676775126224
"ENSMUSG00000028683",0.441484551512443,5.39044159301171,0.000245046670320229,0.00145028937250051
"ENSMUSG00000079036",0.441525337642845,4.6471626376552,0.000699985382733867,0.00351712941413866
"ENSMUSG00000053198",0.441640866529928,5.30760125517862,0.00210943773003618,0.00875623007539933
"ENSMUSG00000042772",0.441936585967341,8.02125920365683,0.00174363942101233,0.00751384768843353
"ENSMUSG00000037681",0.442286810263934,3.47287553805722,0.00148320945879261,0.00660289339279476
"ENSMUSG00000032515",0.442812117213762,4.54551606098658,0.00105141224005856,0.00494691658554747
"ENSMUSG00000026915",0.442995839464808,6.8064448002352,0.00149702350727816,0.00665376653728968
"ENSMUSG00000036099",0.443372973944279,4.85710421452293,0.00187841961626666,0.00797087871129004
"ENSMUSG00000026565",0.443859853354371,7.55905577459673,0.00233908766929607,0.00954391902802404
"ENSMUSG00000008153",0.44390374923406,4.07476747483223,0.00212495640556217,0.00880764274992502
"ENSMUSG00000027957",0.444527780273283,5.41565221016812,0.000390058670627137,0.00213961451278154
"ENSMUSG00000040606",0.445498162198927,5.42516639272377,0.0017772130030153,0.00763943433444459
"ENSMUSG00000041445",0.450179534407886,4.76395857682094,0.00181339940331499,0.00775348908375553
"ENSMUSG00000003604",0.450548598955516,5.34488503981215,0.000338577255977507,0.00190079942259964
"ENSMUSG00000003316",0.452168793321209,8.42862788636478,0.00164200069378336,0.00716781746956284
"ENSMUSG00000041915",0.452306819292572,4.42146023928752,0.000345458482384485,0.0019317158798675
"ENSMUSG00000020868",0.454156949601363,5.35127730589393,0.000195180052258525,0.00119803476399951
"ENSMUSG00000026999",0.456321339703371,4.30866778766823,0.000473019252677491,0.00252568921954339
"ENSMUSG00000021687",0.456522187987715,4.11040250733407,0.000287678914523728,0.00165217027263499
"ENSMUSG00000057133",0.456824018036844,7.12013918617449,0.00159277034188115,0.00699910218618741
"ENSMUSG00000034620",0.457329283502542,4.58457188613101,0.00110735926245846,0.00517980653342153
"ENSMUSG00000035778",0.457464646120555,5.51291478326516,0.000869658971892871,0.00422797887545842
"ENSMUSG00000072966",0.458489911788796,3.74347210909984,0.00236072181646097,0.00960431144215038
"ENSMUSG00000072825",0.458742525281874,5.30417176148384,0.000806249580950178,0.00397286591911395
"ENSMUSG00000063077",0.46038726532002,6.48763226471046,0.00121907664925871,0.00562141272414286
"ENSMUSG00000000531",0.460510642372375,3.80159552047285,0.000731165698394601,0.00365582849197301
"ENSMUSG00000048537",0.460748572924699,3.66100491550414,0.00184035286910195,0.00783032402964225
"ENSMUSG00000020770",0.461052475068612,4.89946221537447,0.000553320651627082,0.00287793280645076
"ENSMUSG00000038712",0.461228708886639,5.96821821300002,0.000700588864897551,0.00351858945322598
"ENSMUSG00000046138",0.461441945325236,6.0333204735632,0.00126836527420614,0.00581664825847692
"ENSMUSG00000071295",0.463682683044801,4.97523941645156,0.00190338244484608,0.00807375918230638
"ENSMUSG00000021557",0.464205511506544,4.88872507946148,0.000117392935407733,0.000767044484985452
"ENSMUSG00000028986",0.464839323845897,5.35307156120301,0.000454001009998011,0.00243919797297068
"ENSMUSG00000021945",0.465010997940828,6.64570437871261,0.000893719985756681,0.00431695929546129
"ENSMUSG00000022019",0.466060856087728,4.29128570765098,0.000224531967741585,0.00134515821910182
"ENSMUSG00000024558",0.466493704696515,3.38781654415349,0.00146532787528015,0.00654133066991874
"ENSMUSG00000031949",0.467678217611785,4.7777036958173,0.00115819103613597,0.0053817595873343
"ENSMUSG00000062098",0.468237693101374,4.1439026369011,0.000232951979287,0.00139151150642558
"ENSMUSG00000028403",0.46996805404213,6.10386392402712,0.000788077750589427,0.00389364424665119
"ENSMUSG00000024487",0.470279577678424,5.17044474095492,0.000521994723436871,0.0027441938593023
"ENSMUSG00000069892",0.47029219419299,4.61202924737203,0.00195718958845712,0.00825528766774205
"ENSMUSG00000030987",0.470546922487032,3.54493628971782,0.00198105153271017,0.00832782223750501
"ENSMUSG00000037553",0.470605668742323,5.50589680963912,0.00138421334818672,0.00624611591135948
"ENSMUSG00000038291",0.470775476680957,4.36142184320841,0.000258368367822807,0.00151320432092055
"ENSMUSG00000086147",0.471078259499949,5.53374050051855,0.000663616547994513,0.00335649532202473
"ENSMUSG00000030201",0.472002607578815,7.20389771912167,0.000777864553490676,0.00385504050418804
"ENSMUSG00000033799",0.472113270438839,6.90231305561979,0.00147044301732337,0.00655895744934599
"ENSMUSG00000044308",0.472246045536673,7.33128293050094,0.00119230246689418,0.00551519590301318
"ENSMUSG00000085334",0.472505398062964,4.72845756298733,0.000829757214218939,0.0040709510793595
"ENSMUSG00000024513",0.47303412627221,3.95655066257007,0.000647868344124956,0.00329203774500006
"ENSMUSG00000037111",0.473195622656948,3.3762645179715,0.00198723745786838,0.0083507044894357
"ENSMUSG00000026107",0.473204898577775,3.88434862377904,0.00101287004775907,0.00478059759838791
"ENSMUSG00000038371",0.475214319428071,6.05546897646926,0.000525803907424071,0.002760545739516
"ENSMUSG00000028093",0.475570019223137,7.0683895921904,0.000649954419031291,0.00330114608943399
"ENSMUSG00000063849",0.476792193633238,4.33306535168202,0.000607499468254784,0.00311932946142696
"ENSMUSG00000039089",0.478087224420549,3.79009525126149,0.00225804025651645,0.00927379937345783
"ENSMUSG00000037795",0.478247135465027,6.77887193434137,0.00101264147851675,0.00478059759838791
"ENSMUSG00000003865",0.478889040070088,6.45085529432587,0.000382761483859126,0.00210574994422498
"ENSMUSG00000038119",0.478931089252755,4.59570454878761,0.000202636232389033,0.00123503763317868
"ENSMUSG00000038122",0.480646365015442,3.25872734171884,0.000884584139777573,0.00428202697021042
"ENSMUSG00000030421",0.480886885357584,6.59422350539172,0.000868551375855846,0.00422477803647996
"ENSMUSG00000052139",0.481188834356792,4.66826126539764,0.00013346283241195,0.000857076675797433
"ENSMUSG00000013663",0.481797622785088,7.44973716794005,0.000894995448397963,0.00432126398335556
"ENSMUSG00000003929",0.482159045164044,4.40989259927602,0.00161594962231917,0.00707607223636255
"ENSMUSG00000002068",0.48227248522304,6.03896684664833,0.00197664002302775,0.00831238483879844
"ENSMUSG00000058761",0.483647605800067,6.19041415526121,0.0021657179165182,0.00895020138597837
"ENSMUSG00000022016",0.48414118815717,6.37846571323779,0.000322911489665113,0.00182836842964964
"ENSMUSG00000027236",0.4849611096329,5.1219193331512,0.000861006682907598,0.00419817915744313
"ENSMUSG00000021745",0.485155716648223,7.12133305657962,0.00101858203157052,0.0048024968322895
"ENSMUSG00000034457",0.485233553432641,6.17605669922351,0.000573187348198712,0.00296344447379058
"ENSMUSG00000038677",0.485258844468446,5.44967102329933,0.000697034403407481,0.00350856072355578
"ENSMUSG00000039117",0.485698496639772,4.73639365530115,0.00237943428541412,0.00965598648122765
"ENSMUSG00000041220",0.485829508686669,8.54560512648529,0.000698379834923718,0.0035113283388643
"ENSMUSG00000000402",0.486290458392599,3.22015022317224,0.00107177700889297,0.00503641139364875
"ENSMUSG00000025323",0.486630127810961,4.07254145503786,0.000983783461089262,0.00466384697299694
"ENSMUSG00000034563",0.486945247229954,3.31218169462029,0.00163705124575766,0.00715732552820561
"ENSMUSG00000040852",0.487383498221389,3.98210192868932,0.00204697137530919,0.00855651173469016
"ENSMUSG00000029165",0.487405401177094,4.1024179912729,0.000296593307916167,0.00169643527340656
"ENSMUSG00000038932",0.487680305695713,4.07129871052613,0.000594413162543384,0.00305772004245213
"ENSMUSG00000065734",0.48881246462658,3.27293637956752,0.000982763912434768,0.0046609785724711
"ENSMUSG00000025812",0.488972674938852,6.80837079412227,0.00231799198994797,0.00947159154322855
"ENSMUSG00000055485",0.489455251366708,4.02892960104153,0.00159612894268633,0.0070083834285466
"ENSMUSG00000024817",0.489542836375729,5.25264846451047,5.91840706505977e-05,0.000418047455594115
"ENSMUSG00000025512",0.489549167815814,4.25765992325885,0.000241679672085421,0.00143111527783073
"ENSMUSG00000074832",0.4897629752543,6.28862599140666,0.000418737774976358,0.00227916803638316
"ENSMUSG00000020827",0.490149915802576,4.87988132808741,0.00027896651473638,0.00161450255183252
"ENSMUSG00000038400",0.490246295789174,3.79814818162076,0.000374835100886464,0.00206517428195409
"ENSMUSG00000079471",0.490417660461863,4.50476288301581,0.00113633504172604,0.00529113355867882
"ENSMUSG00000028059",0.491717793187654,6.10004824275037,0.00206468335327983,0.00861178201321649
"ENSMUSG00000012609",0.49230177297343,5.25539651391483,0.000490096510357932,0.00260450626605621
"ENSMUSG00000021094",0.492594445923074,3.37081616779976,0.00137001399686138,0.00619702630519155
"ENSMUSG00000070643",0.492636108071103,4.05250790887798,0.00146467030164351,0.00654099187529042
"ENSMUSG00000019802",0.492765030775806,5.38632577126976,0.000920564069697167,0.00442950062633489
"ENSMUSG00000028621",0.49322028007668,2.96917191170461,0.00121451068055073,0.00560409216364094
"ENSMUSG00000026784",0.49383876454121,5.1334157513242,8.73412134199129e-05,0.000589881047992144
"ENSMUSG00000037463",0.493851408709304,3.46911624150355,0.000874903403269239,0.00424796579005293
"ENSMUSG00000037674",0.494264467695069,6.35226430193396,0.000941881915746755,0.00450686306174808
"ENSMUSG00000027598",0.494637426589626,6.6346663704533,0.000285258227752103,0.00164305849818898
"ENSMUSG00000091878",0.495805922680932,3.66215783853054,0.0019192629299817,0.00812885561116541
"ENSMUSG00000035284",0.496122482963568,6.28420847233459,0.00169163521981007,0.00733324519921519
"ENSMUSG00000028163",0.496346605541153,4.50179177231136,8.4044766947997e-05,0.000569670527022439
"ENSMUSG00000019889",0.496591590353683,6.88425729369433,0.000282468055933168,0.00162889912254794
"ENSMUSG00000023403",0.497168426759581,4.55146324440375,0.000266838849574199,0.00155471650956573
"ENSMUSG00000033004",0.497692095699023,7.15291942665659,0.00056987787696252,0.00294904589343927
"ENSMUSG00000074746",0.499444117838842,6.82413405211647,0.00108549997685215,0.00509238516466518
"ENSMUSG00000031520",0.499703849719594,5.13409330650068,8.59448837032771e-05,0.000581498325657853
"ENSMUSG00000029405",0.499742620577143,9.09777404451606,0.00049554525120297,0.00262955618631278
"ENSMUSG00000040151",0.500206661152706,5.55719936366011,0.000254848832745408,0.00149695259463809
"ENSMUSG00000031292",0.500367666734345,3.05947977877165,0.00176579346204931,0.00759906141628186
"ENSMUSG00000019851",0.500504728542482,2.73342407846454,0.00206909440196033,0.00862378300594659
"ENSMUSG00000029674",0.500595508760628,4.11128322417157,0.000201112086940016,0.00122841141642611
"ENSMUSG00000005514",0.501447471100749,5.86071126782775,0.00036826415124544,0.00203319358811684
"ENSMUSG00000029467",0.501576927012836,8.79340827703642,0.00034761917897553,0.00194186670023837
"ENSMUSG00000013236",0.50233711444372,5.68050345033466,0.000283372059685461,0.00163327463411738
"ENSMUSG00000062762",0.502418379257548,7.06057852592816,0.000336259883371592,0.00189062119425677
"ENSMUSG00000005892",0.502457423598669,5.869633548144,0.00136998128479675,0.00619702630519155
"ENSMUSG00000033545",0.503157474795372,5.00623988255969,0.000328010236636101,0.00185071505819014
"ENSMUSG00000021906",0.503558267946888,5.51717004610877,0.000471762266888568,0.00252257094206464
"ENSMUSG00000024135",0.504535884844317,5.87180620773563,0.000193461515301855,0.00118943397461419
"ENSMUSG00000028647",0.50597337050234,3.5187035450555,0.0020543836991913,0.00857986870531315
"ENSMUSG00000029823",0.506017159562385,7.51789138848807,0.00137084480720045,0.00619829105628027
"ENSMUSG00000022899",0.506340341141279,2.54745079748143,0.00235414897147742,0.00958797724891835
"ENSMUSG00000021693",0.507014648386846,5.71624991415206,0.00215368118451704,0.00890700438392576
"ENSMUSG00000021257",0.50715293005843,3.53776209439245,0.00171728973176286,0.00742442254274255
"ENSMUSG00000022822",0.507429638936896,8.06895731843404,0.000434102729276173,0.00234912665577987
"ENSMUSG00000026110",0.507468936930719,4.12218909021121,0.000100059809755937,0.000664210484477873
"ENSMUSG00000060261",0.508594408780601,6.51688806301287,0.000194896855244942,0.00119694982918043
"ENSMUSG00000040363",0.510732777290069,6.08798536448992,0.00026110646146772,0.00152685499698623
"ENSMUSG00000037408",0.5115239232883,2.81117177636054,0.00202809907741883,0.0085001767147129
"ENSMUSG00000022175",0.511641521865581,4.46082256224455,3.96813942097648e-05,0.000294338573805281
"ENSMUSG00000050737",0.511975240214338,4.69825201831794,0.000183075747147031,0.00113363809287905
"ENSMUSG00000034021",0.511975489090652,6.491150780834,0.00204360178921262,0.00855240123546553
"ENSMUSG00000020782",0.512915630990902,7.71178729449889,0.000573667719774156,0.0029645650316454
"ENSMUSG00000028790",0.514270502751058,6.38743371982196,0.000580065169341715,0.0029903818327159
"ENSMUSG00000036087",0.514441494949587,6.09309563388783,0.000386652814372745,0.00212300336797925
"ENSMUSG00000036499",0.514649398067101,5.60982101629882,0.000622143699988802,0.00318579503933246
"ENSMUSG00000070544",0.514726709444053,6.88818269588233,0.000811759833169141,0.00398961508915515
"ENSMUSG00000062115",0.514738237265129,4.25712495025543,0.00212989296871938,0.00882160089622445
"ENSMUSG00000035407",0.515005630316167,4.26565091323837,0.000248404594804494,0.00146553497826681
"ENSMUSG00000033685",0.515623522669472,5.5241792931631,0.000397433656522464,0.00217794418498787
"ENSMUSG00000021733",0.515724499817975,6.59913219056938,0.000530889070423764,0.00277925865778176
"ENSMUSG00000041650",0.515759485830945,3.98062172395645,0.000939382478520041,0.00450079078438767
"ENSMUSG00000026603",0.516264081876279,5.4469698203634,2.48512748542077e-05,0.00019638270255486
"ENSMUSG00000078867",0.516925674075447,3.92400493249789,0.00180702369060466,0.00773210860001879
"ENSMUSG00000025326",0.517711603062306,6.97179080627883,0.000992667360673016,0.00470001872453392
"ENSMUSG00000029510",0.518174186880892,3.35393351816611,0.000778525215846946,0.00385661500096868
"ENSMUSG00000036890",0.518819890540113,4.00072724928531,0.00110566401322481,0.00517402905897337
"ENSMUSG00000016552",0.519308028442816,3.67509824396418,0.00086238091957816,0.00419817915744313
"ENSMUSG00000057637",0.520039358571823,6.19138233427811,0.000312939645688755,0.00177907296044998
"ENSMUSG00000021871",0.520111046886577,5.72342283956186,0.00159516790596715,0.00700689964945337
"ENSMUSG00000031982",0.520960264059013,3.17307640226657,0.00154155153775201,0.00682201772610047
"ENSMUSG00000032413",0.52162696329475,4.16086430662164,6.92920431112911e-05,0.000478617337092426
"ENSMUSG00000021866",0.522116444929878,5.07783887356964,4.26114112862101e-05,0.000313795232425299
"ENSMUSG00000063317",0.522766694740233,5.59869503471193,7.65824951403731e-05,0.000523826130081201
"ENSMUSG00000021959",0.523388750154236,3.77370942930949,0.000973944781545337,0.00462891338481712
"ENSMUSG00000029263",0.523483146419304,4.60157652955638,2.71170137554884e-05,0.000211904669687607
"ENSMUSG00000030714",0.523592821009343,4.5939243359488,5.85029893498022e-05,0.000414419779362234
"ENSMUSG00000089762",0.524240394592403,3.50428535865694,0.00119873050249857,0.00553809552201989
"ENSMUSG00000067336",0.524452087788386,4.4609812742526,0.000123739813794496,0.000802916449001218
"ENSMUSG00000047534",0.525414802531359,7.27513080763199,0.000859455521770621,0.00419469502704455
"ENSMUSG00000064796",0.525911865643751,6.00651382640606,0.00231672873961491,0.0094698708385931
"ENSMUSG00000049647",0.52611465819527,4.97443269569727,4.30388398266862e-05,0.000316321407745808
"ENSMUSG00000001052",0.526667301001263,4.75129486868745,0.000557126067421445,0.00289103951460736
"ENSMUSG00000031327",0.527076975051926,5.45402231005589,3.45307840193554e-05,0.000261656783219441
"ENSMUSG00000020785",0.527994058744897,2.77699060252947,0.00227154125224305,0.00932243846039164
"ENSMUSG00000024639",0.52953706520402,4.41420800594013,0.000118159733152799,0.000771606387516392
"ENSMUSG00000026626",0.530251303090897,5.8876597933532,0.000239449602438136,0.00142240400391804
"ENSMUSG00000038147",0.530525042907417,3.69037052088562,0.000450777604340913,0.0024262107525106
"ENSMUSG00000034640",0.530996927669193,5.64215423641181,0.000308381566203874,0.0017558231452975
"ENSMUSG00000037857",0.531282578206242,8.05990638213275,0.000132325322183089,0.000851744847137285
"ENSMUSG00000086084",0.531327685590495,2.98984717965003,0.00152038375671352,0.00673629446187689
"ENSMUSG00000047022",0.531603905810957,3.08299193475528,0.000953524884085761,0.00454706793669257
"ENSMUSG00000035199",0.531621201838424,3.88325816291473,5.92218405301401e-05,0.000418047455594115
"ENSMUSG00000039156",0.531775372881964,4.13407001664663,5.62075601009672e-05,0.000400287532194665
"ENSMUSG00000027082",0.531862560673205,6.14975361091432,0.000697343994410598,0.00350856072355578
"ENSMUSG00000090673",0.533223148839527,5.47367601224274,0.000348472745371273,0.00194566833252233
"ENSMUSG00000020134",0.53346280471924,5.58694263006048,0.000203014009426265,0.00123666984615295
"ENSMUSG00000006390",0.533694488046813,3.42318567025685,0.000440713357519031,0.00237575345412345
"ENSMUSG00000044150",0.533959117111882,7.10025518328174,0.000292837040956403,0.00167751020150522
"ENSMUSG00000044098",0.533984195977582,5.93584950746023,0.000777859061637073,0.00385504050418804
"ENSMUSG00000040407",0.534821398369554,7.07172623078741,0.000145324594411241,0.000925353943462291
"ENSMUSG00000049470",0.535282513812596,8.47445531398117,0.00026794958649422,0.0015595719979956
"ENSMUSG00000024837",0.535394475736023,3.12732245209024,0.000581175265526769,0.00299373149832731
"ENSMUSG00000089281",0.535588780127673,6.2994519946023,0.000431130767501656,0.00233416729925668
"ENSMUSG00000025272",0.535707786116557,3.94203514321911,0.000261596553270752,0.00152892580121082
"ENSMUSG00000036867",0.53584391012789,3.08371389826588,0.00145711314788211,0.00651759639933743
"ENSMUSG00000054051",0.537771778807119,4.49074174232435,0.000485205820461728,0.00258217673975018
"ENSMUSG00000006445",0.538303147025172,7.68510057078108,0.000285361782744604,0.00164305849818898
"ENSMUSG00000037211",0.538410849758801,2.92276310083821,0.00172410142189892,0.00745100710578531
"ENSMUSG00000039145",0.538775441830962,5.47582572409791,0.000352838091232297,0.00195934041279367
